ACIDOSIS.21672245	ACTIVATEDENDOTHELIUM.23975155	AKT.20335537	ANTIOXIDANT	AR.TNBC.21633166	ASCORE.21422418	BCAT.ONCOGENE.16273092	BETACATENIN.20335537	BMYB.19043454	BRCA1.11823860	BRCA1.UP.16843262 	CCND1.12914697 	CCND1K112E.12914697 	CD44POS.CD24NEG.17229949	CIN70.16921376	CMYB.20949095	CORE.EMT. 20713713	DNADAMAGE.TNBC.21633166	E2F1.20335537	E2F3.ONCOGENE.16273092	EGFR.20335537	EIF4E.UP.17638893 	EMT.MCF10A.18281472  	EMT.TNBC.21633166	ER.20335537	ERBB2.DESMEDT.18698033	ERNEG.RESIST.21558518	ERNEG.SENS.21558518	ERPOS.RESIST.21558518	ERPOS.SENS.21558518	ESC.18397753	ESR1.DESMEDT.18698033	FIBRO.COCULTURE.21625507	FIBRO.SERUM1.14737219	FIBRO.SERUM2.14737219	FOSJUN.21214954	GATA3.15361840 	GENE70.11823860	GEPARSIXTO.ACT.25534375	GEPARSIXTO.SUPP.25534375	GF.TNBC.21633166	GGI.16478745	GLUCOSEDEPLETION.21672245	GYCOLYSIS.19291283	HER1C1.17663798	HER1C2.17663798	HER1C3.17663798	HER2.20335537	HER2AMP.21214954	HGF.24025166	HSP90.20920318	HYPOXIA.21672245	IFNA.20335537	IFNG.20335537	IGF1. 18757322	IMMUNE.ERNEG.17683518	IMMUNE.STAT1.18698033	IMMUNESIG1.TNBC.21633166	IMMUNESIG2.21633166	INVASION.PLAU.18698033	LACTICACIDOSIS.21672245	LKB1.17676035	MAMLIN.LumProg.19648928	MAMLIN.MaSC.19648928	MAMLIN.MatLum.19648928	MAMLIN.STROMAL.19648928	MAPK.16585219	MCF7.DOXRESIST.20935265	MESENCHSTEM.TNBC.21633166	MET.DOWN.23049908	MYC.ONCOGENE.16273092	MYCACT.20335537	MYCSIG.19690609	NEOADJ.RESIST.16896004	P53.20335537	P53MUT.17150101	P53MUT.UP.16199517	P63.20335537	PI3K.20335537	PIK3CA.22552288	PIK3CA.MUT.20479250	PR.20335537	PROLIF.AURKA.18698033	PROLIF.TNBC.21633166	PROLIF.PCNA.22028643	PROLIFERATION.GATZA.21214954	PROLIFERATIONPAM50.19204204	PTENDEL.17452630	RANDOM.GENOME10	RANDOM.GENOME100	RANDOM.GENOME5	RANDOM.GENOME50	RANDOM.GENOME500	RANDOM.SAMPLE10	RANDOM.SAMPLE100	RANDOM.SAMPLE5	RANDOM.SAMPLE50	RANDOM.SAMPLE500	RAS.ACT.20591134	RAS.20335537	RAS.ONCOGENE.16273092	RASERK.ACT.22683778	RBBP8.UP.16843262	RBLOH.18782450	SRC.20335537	SRC.ONCOGENE.16273092	STAT1.19272155	STAT3.20335537	STAT3.15958548	STEM.TNBC.21633166	STEMCELL.15931389	STROMAL.19122658	STROMALDOWN.19648928	STROMALUP.19648928	TGFB.20335537	TGFBETA.18394990	TGFBETA.ACT.19451693	TNBC.TAXANE.20189874	TNFA.20335537	TOP2A.21422418	VEGFHYPOXIA.19291283	WNT.EMT.19549913	WNT.TNBC.21633166	WOUNDRESPONSE.19887484	YAP.UP.18413746
4067	2119	2771	2952				81875	1062	84678	113612	1113	1040	22936	10112	11154	3037		8445	64858	55450	79833	387103		9580		10111	4758	3762	55905	51434	60686	2357	57486	4478			5019				1164					4733	2308				51141	3437	2537	55071		2745		3458	4237	8985	57619	9071	646	149563	347	8507	2534		9538	5373	10849	90355		10521	4605	1029		7464	51805	55526	60481	10212		2235	55165		8532		2195		5203	379		147339		1870	84691	9518	1847	2919	56342	10663	440712				3929				4320	90355	200810	3985	1052			4615					2202	114971
28992	26261	55204	2953				80271	1063	9933	747	1138	1052	26610	24137	334	9956		26298	23576	124583	404672	55165		25803		80143	4800	688	9475	287	89927	2533	4830	4597			2781				1349					9521	26088				55818	24138	3433	762		29909		3587	4323	5580	6493	9073	646	721	81575	2034	2697		1964	10171	8872	800		10522	29781	1032		10675	1407	1832	2013	54606		2237	1111		8450		2245		25833	10095		10645		2774	3855	51228	1848	2920	5471	10800	79169				3949				4323	84310	284	7798	1063			55707					25975	57799
90634	84824	2821	653689				115207	55835	27074	1618	1284	51032	2012	25804	79135	3486		5610	23234	54520	55559	11113		54961		6560	283871	5594	6690	203286	81563	2771	4521	4603			2131				23234					1965	2678				3939	8519	3437	91860		2841		3600	4314	5792	10388	9073	91653	221491	460	1969	2876		10436	119559	1019	91860		1657	4756	4680		1474	2919	26298	2099	55526		2305	9793		10540		285527		5576	9048		6364		3376	57030	1839	9521	2921	65263	1649	55969				29967				4313	760	9068	5596	10370			9603					1991	23180
4792	51303	9380	2954				9933	55839	8543	29118	10063	1059	2066	4085	367	3487		22875	29980	901	3417	1163		10402		6594	5528	4146	81493	81611	56683	63940	5036	4605			56942				29980					8894	56834				3964	3600	24138	816		1880		3601	54587	5829	7039	169044	121551	56892	483	64787	2950		51010	84561	10153	10486		8448	9520	629		1654	2921	8507	54512	1841		2623	1164		27122		26205		5578	8853		890		3418	1123	8870	1938	6374	23212	26102	79568				4067				4692	23261	51129	2011	10370			4814					64100	23433
10133	2335	2934	9563				51176	55166	55144	79958	1376	10669	2081	55388	392	3887		2146	1857	57018	3606	1325		10610		57154	5639	9477	23302	10053	51161	2976	11333	4830			81624				1869					1977	2886				4017	3659	8519	833		3003		3603	4430	57111	7124	27151	11149	401546	10409	2101	57493		84908	6573	27440	822		1846	4521	1119		22982	51700	22875	7430	9775		9837	10926		10589		2934		5580	432		898		3663	7846	3598	1960	1594	6510	10278	84933				23764				25903	29775	287	23139	1160			4824					2070	6185
5728	2527	54985	3417				55388	55165	55646	123872	1489	1119	55500	4171	58504	29995		2237	144455	905	79763	1374		7033		91683	5796	84804		163	79669	3043	5214	4521			81624				1894					58478	79885				10135	3665	3600	8573		3059		3606	4681	11030	84951	1381	64115	771	623	2118	3383		54478	6573	1207	11335		55268	5424	1365		1741	55635	956	2166	3692		51659	10212		151636		3111		5885	444		9973		3669	51719	3552	8669	1743	9497	51162	27101				5606				5118	54897	118429	4209	1277			4939					2152	64092
11030	221914	50865	3418				4171	55722	79649	55224	2833	1138	51307	4176	9411	4052		2258	1917	100133941	3705	51379		7043		55357	22864	11043		327	771	3043	5216	57122			169714				9700					51010	3099				10397	9636	3659	79080		10866		8809	4811	5863	1890	1446	56967	771	624	2119	3428		81610	3177	84342	203260		114327	5550	25999		1743	55789	957	90362	10436		54676	55635		1848		221092		9886	54454		10576		54800	22943	3553	1973	1843	200734	285596	828				10150				5159	23624	389289	64386	1282			11054					2167	10512
9185	55355	8692	4199				4172	10036	54069	2134	1549	1143	2317	9833	23365	4053		2309	2026	960	9929	1407		10245		7027	11342	2872		328	11094	3043	5329	5214			51203				9700					10447	3112				4714	3669	3394	8900		51191		8807	25903	6238	7718	1446	81563	786	627	3995	3428		2237	6535	1434	29080		60528	9232	8218		3337	1719	2052	9158	54821		51512	9787		1889		9394		27230	9474		999		29078	79644	3576	9470	1843	10253	2867	55749				79772				5157	90060	8905	9891	1282			54726					84691	149345
6038	79366	3417	4200				4173	8208	9019	54855	10238	80347	23710	2956	10620	79083		2568	2035	1009	3747	1553		10140		7047	22838	4795		341	786	3055	5329	5216			81624				9156					23219	3191				54995	3717	3717	896		55008		3557	9180	10955		1448	10485	10486	633	79567	10644		2305	6652	54205	151887		2053	5984	1266		7266	9787	2099	2288	54845		2993	51514		1979		3399		8879	27032		1022		10528	4825	3673	2004	1846	81848	8822	343099				10135				5328	91057	341	5155	1284			64761					2191	54414
51435	3176	3418	10873				4174	8646	22823	8857	1672	80781	10007	23788	200894	4311		2643	2146	9425	11279	1633		9654		83941	58528	27018		350	55450	3059	51728	5329			85453				2146					2618	9592				5033	3964	65987	9738		3620		3559	55742	26470		284340	25966	92291	274	29109	10643		9908	6723	1615	79080		2065	7844	1268		29980	1841	51466	285527	9156		2994	1869		5169		3512		6566	26033		1029		5204	8614	3710	2023	1846	3371	26291	890				4783				10631	8030	347	79955	1296			51131					2192	8773
6648	3589	3638	5226				4175	11113	8898	9103	1762	1290	2932	9918	379	4312		2673	2175	634	10319	1719				83941	9522	4889		79135	819	51170	10465	5352							26271					8487	10994				5163	4061	51056	55038		10964		3560	5155	8175		6374	84417	90557	274	2280	3486		51053	6875	1662	6347		2066	25800	1305		51514	1848	2331	55568	54512		3020	79733		2043		11141		79581	9529		25932		22827	6447	3775	2069	1847	51330	23105	898				4837				5919	977	81575	5292	1490			5293					2357	51375
8082	50615	10314	5052				2956	1163	4603	55025	1777	10063	9330	54892	80210	4313		9837	2175	1051	7940	81624				79583	6396	9972		353	863	3385	5718	5427							2237					85476	3635				8800	4599	23175	1026		2537		3561	5159	64847		6374	57685	4267	654	2286	9235		3014	64216	8886	22948		2099	6890	1308		1843	22873	2299	2625	8772		3145	10682		81610		9312		6619	7917		152330		6205	993	3783	2098	1848	10885	2662	54619				4864				6424	23607	79822	1263	8029			9050					2487	7003
10610	27178	4048	7001				4678	1164	4609	2560	1816	1346	9567	23397	411	10398		2746	23014	1052	5606	79075				7171	11231	64172		64411	25790	25896	5708	5447							2237					59345	3394				5209	4600	4599	1051		3437		3566	27295	6692		51700	775	10519	54796	2355	3575		3070	55759	9188	10694		2166	9338	1278		8445	1869	53827	2639	54478		3148	1894		2281		3776		51593	596		152330		6303	1164	688	80204	1848	79693	79760	8812				5143				6591	928	8853	5467	1536			11182					2709	7534
23336	3619	9500	10935				10606	79789	51237	2575	1855	1396	3176	4706	259266	10529		2747	2237	9857	9479	51514				55621	9057	5281		27237	10309	3772	5757	5688							2305					23560	80271				5210	4615	79840	1054		24138		3570	9260	6881		1591	775	4435	341032	2495	3855		3112	57510	1665	57124		92579	7153	1281		8726	1879	2571	51573	2305		3151	54821		25794		3778		6793	613		152330		29106	10383	1316	2237	1848		2788	151195				5209				6678	64866	434	5744	54541			9353					60558	54680
6867	23189	1728	25824				5111	55789	9221	2702	8798	1487	9653	4751	28990	4811		2983	2237	8837	4191	1869				7407	6595	10394		23229	10421	7805	5902	5695							8833					3052	3725				5223	4938	4837	79094		10261		3572	5328	7005		1755	800	54102	145407	9568	3912		51182		1736	51293		11337	9319	7464		26298	9521	55568	51280	23464		3792	9700		11337		85459		6901	622		1291		57619	80279	3909	55612	1947		2895	22948				5292				10418	999	443	29970	7266			54498					3043	
10628	7044	9688	9588				5366	9787	29982	2765	1958	1571	3306	23165	55726	7025		3280	2254	1364	4234	1894				7511	9887	5862		10620	23552	7805	6184	5702							23560					3066	9703				5230	4939	4939	26973		3606		3574	23645	7030		92737	800	64084	89927	1647	3945		3312		10301	966		2625	7277	1363		22875	56648	2590	9687	8836		9768	9156		2618		22798		25771	633		1413		9338	23547	3949	2273	1958		2925	908				26207				7043	1001	460	5054	23033			6672					3067	
	84918	4942	27244				56902	1826	4968	2830	1984	1611	23463	29107	171023	8829		23462	2261	1385	399693	84285				9278	10948	5889		403	80279	3936	6319	5718							23560					84641	688				5277	4940	5099	1147		26034		3575	10993	9618		10148	810	134147	284018	2771	3945		3336		3301	1009		57798	11065	51232		2065	5168	51809	2907	51659		10112	2146		8833		7804		7177	649		1429		54664	26470	10184	24147	1958		9734	10694				5329				7058	284040	477	6498	1906			6732					79618	
	7804	93129	83667				10714	79075	5026	2895	1969	10238	51278	11339	25923	56944		10114	170384	64764	400931	56648				22891	6892	6000		55726	79603	3985	6319	5708							51512					10473	54800				5352	8638	5359	1152		3659		3659	871	10628		2001	55450	84940	284018	65983	55214		9768		30836	64946		2639		1474		116496	2119	2745	2975	64785		3835	54478		2767		10234		10024	652		1440		10785	253943	3976	6624	10938		3012	991				8613					1040	23621	4092	2004			7127					3159	
	4052	5037	143686				5427	79980	79605	23498	2114	8527	79191	55872	55101	5118		7290	8321	1452	84315	8507					7010	6019		483	629	4067	6611	5757							94239					3251	8564				25957	11054	5366	2055		3394		3662	6591	7324		2173	857	1360	284018	22927	4017		3832		22873	90799		27165		30848		9917	9156	2745	7923	51022		11004	26271		10399		338645		23304	9083		3627			79788	7851	10468	2004		3211	994				11031					634	54971	6668	2004			7128					10481	
	4058	5226	6520				54107	51514	51105	8970	2118	1762	11015	5111	50617	56034		3320	8321	23002	63875	2023					11059	10371		506	1101	79143	64750	5805							3015					3329	3866				8497	5359	5464	81570		9636		3665	23166	51366		54097	857	1396	79630	3106	4162		3838		10969	494143		10614		56998		10979	2167	2762	3485	2781		24137	9837		60313		4102		7545	685		124637			4133	81631	50486	1969		9177	8318				26064					64793	56033	23013	2114			7130					3241	
	4116	8554	23657				64425	1894	11040	8353	2128	1773	7071	9055	57198	5376		22876	2643	54541	51263	58478					9278	22929		509	10519	51734	6627	5814							3015					3376	3855				55015	5371	5638	56942		3689		3394	6876	7529		131177	147381	54677	715	3107	4162		27258		1909	131474		55733		1525		2289	2171	9630	3572	51512		10661	51659		27238		4350			686		1727			191	375449	51083	2069		2537	990				5937					84303	10409	6932	2114			4982					3620	
	22983	79666	6647				51728	2057	5450	8091	9413	1777	51520	9232	6310	10631		3717	2743	1606	60488	9700						6497		516	1153	4688	6628	5902							3052					3608	3949				9367	5698	5698	8533		3823		3702	7042	168544		10516	894	1436	715	3133	4312		4085		9521	10970		3155		3491		2296	54478	2239	80789	3014		28999	8833		2999		28998			689		27122			64718	4323	10634	2317		3576	8317				23034					55636	586	7286	79633			7185					3598	
	84879	5441	6648				5471	9700	5500	3217	8857	1816	3939	5885	11041	8613		3727	2778	1606	931	2115						7922		517	4435	4689	6631	10432							8366					3796	4065				8780	55905	5920	11151		3902		3716	7070			10516	894	1441	716	3134	4478		4131		1967	25999		3425		23002		2551	2258	2239	57613	3181		3930	29899		3066		4493			9256		1786			171024	4084	64785	2317		9118	113130				22904					55349	590	7343	2244			6737					3553	
	23531	5510	7295				5557	9156	55370	3448	2232	1837	4036	10635	23621	8493		22998	2850	22943	10651	9156						6530		518	1047	4689	6632	5983							3149					3836	28992				6018	91543	55905	79174		27074		3717	51330			2348	4345	404217	716	3135	10398		4172		1965	1207		8100		9249		2568	2273	2888	3880	3251		3978	51512		6596		4825			9556		1824			864	89795	10020	23767		3643	83879				54910					92421	623	9686	2275								3624	
	4603	5634	25828				9128	2149	23198	91353	2245	1846	4043	5984	9531	51334		4001	57531	1739	4624	2152						6546		10476	23059	51316	6635	10799							3161					9836	23764				8731	64108	127544	1465		7805		27074	8459			2348	958	126410	8913	10410	4692		55090		8661	1264		3551		22943		4616	2357	2950	3895	3028		4001	3015		3416		9688			79669		1869			126129	10397	3015	2353		3741	55143				5270					163732	624	7465	11259								282973	
	58498	9910	7296				5983	54478	25996	3605	2274	1847	4057	10535	27241	5396		55227	51696	9732	10397	2171						64750		521	26504	10154	6713	6319							3161					11157	4151				55186	6398	91543	1503		23547		3932	9697			94234	970	199974	8912	3455	4744		4288		8662	9337		3712		1756		2643	2553	3106	51451	3297		11157	55355		3608		55916			55322		1965			84552	64332	1839	94234		9312	983				2810					1159	627	22890	2324								85452	
	2831	5997	10587				5984	81610	6125	8808	4303	8798	23764	6240	8412	5732		79694	3070	1824	257194	150726						6988		522	28958	5724	6723	6382							51155					84946	55784				28231	51296	64108	1075		4069		4067	8408			2568	1009	117159	8912	3659	4837		84315		8664	1301		3752		1824		2747	283459	3108	4149	3396		4066	3161		3705		79676			759		2119			10277	4907	50865	50486		3749	1029				6446					1366	633	9880	55640								3885	
	2908	6117	114112				26150	2177	8568	3567	2492	1874	1432	6241	648	5806		5601	23462	667	26257	26271						55852		9551	80347	5788	10534	292							83737					115416	5469				6617	81894	22904	1515		4599		4790	7421			2745	1012	51473	796	3675	4837		65008		8669	85301		9674		1832		2752	2633	3120	64087	3638		4085	9768		9897		142			782		2568			4678	9943	9709	2707		30819	1033				6515					80790	27319	80149	64778								3853	
	348995	6119					80010	2189	23076	8552	7855	1960	4137	60436	655	25945		8930	23462	11221	51491	2247						8658		539	51004	5788	6921	6611							3832					22919	51586				6662	8467	57147	1534		4600		4791				266977	64072	56521	8536	3726	4907		54148		10480	51226		9812		10085		64395	92086	3158	23389	79763		4171	3832		9928		5140			810		2597			10884	22822	3087	2707		3776	81620				9497					1265	79365	80778	10272								3854	
	734	6319					51444	26271	56681	3653	1647	1984	375449	23306	168667	23179		2956	55540	1846	10360	2274						51086		540	1345	5873	10452	6627							9928					79892	79778				10252	3431	6398	1537		51237		4792				266977	1002	56521	726	3956	56034		26589		1973	27235		9851		2202		51053	51659	3310	10025	65094		4172	9928		9493		51196			50632		2633			7324	7262	3178	2709		3787	1058				9021					22837	274		51343								286887	
	5141	10484					6118	2237	6396	79781	2588	1969	25840	7153	10902	5999		4602	55540	1848	84284	24147						27348		6790	1360	5873	7167	6628							10112					55798	4335				6781	9517	26040	54205		9111		4794				2938	1036	56521	845	3959	51316		4436		9669	1346		57613		1948		2801	152007	3383	4437	10112		4173	56992		3796		5432			834		2669			2675	5266	3185	2710		54813	1062				6774					118881	649		51343								3909	
	9487	1992					6241	8836	10507	51477	2644	2114	4256	22974	84811	4919		10529	55540	1859	134492	8061						5987		9212	1389	11031	7372	6631							11004					29088	4477				9338	6772	51296	1594		5026		5699				2938	1066	56521	868	3988	5325		23310		60528	1350		23303		1956		9527	2791	3321	4488	11004		4174	10112		11004		5549			835		2821			4914	5293	3192	51228		3816	1063				2040					23603	654		4616								3918	
	5321	6422					23212	51659	26135	3737	2687	2128	4291	9319	64776	51097		10276	3625	1906	114884	9615						10844		6795	1501	5937	23558	6635							11004					54534	10397				9804	6773	81894	10926		11040		5696				2939	3426	7802	151887	4000	5358		23397		2023	10488		3800		2000		10243	51512	10788	4602	24137		4175	9493		24137		5629			57828		51704			5696	5292	3397	51228		8302	55835				6934					7464	54796		4616								100131138	
	64208	6446					55164	2717	375035	9312	2720	9413	4316	7272	56946	9037		55074	3643	1942	5202	79017						55833		8313	8722	5937		6713							24137					2956	4883				9819	6890	6672	1622		7941		5698				2982	1138	11221	6356	23764	23532		4830		55556	51232		25875		22875		2934	57520	11015	8775	51110		4176	11004		3833		5660			55297		26959			22982	5329	9592	54676		3904	64105				7004					51200	160419		4616								389332	
	5743	6500					7884	83903	4891	90134	2794	10447	81565	11065	91894	6695		22976	3643	1948	5373	51053						89910		51582	51706	5997		6723							3833					51001	7376				7422	6891	3431	28960		51316		5720				2982	56548	11221	6348	10205	10942		10528		51575	54675		22998		4072		2969	3091	57235	9	55353		9833	24137		4038		23550			894		3229			122616	10687	8870	3099		3965	55165				23670					10815	115749		2887								440934	
	25788	6576					27131	3015	148867	3773	2805	2264	10529	7374	55216	5552		23047	56704	1956	56902	3014						8266		10678	51181	391		6747							3838					8883	56000				26118	23424	6772	54541		5720		5721				3108	5010	11221	6349	9961	5678		10726		54512	1434		81562		23086		2982	55355	23303	4705	81887		4277	3833		4094		5716			933		3310			84627	23645	3553	10855		3982	57530				3842					92359	144608		3142								122769	
	8438	10073					7019	3148	29015	283212	2813	2274	55035	55055	160140	90627		23089	79047	26298	79717	9555						79805		27077	1718	51493		9263							3838					4686	441295				55689	7098	6773	54849		5778		6772				3109	25999	1907	6349	4862	284119		83540		2171	1465		987		2152		2983	3157	9314	10529	3954		4288	4001		4172		5887			917		3376			5360	5621	3576	10855		79727	1111				10221					1474	145407		3162								79442	
	317671	51375					54962	3149	8884	11202	2875	2355	4905	11130	85016	6781		9867	200845	2012	5644	3070						23264		578	10202	6283		6921							4001					81614	11240				7597	80021	6890	57706		4218		6775				3290	1264	1917	6349	1728	5880		5036		25940	1479		4036		2199		51696	79366	3855	4738	84823		9918	84823		4175		9462			961		3619			5179	5743	3725	3265		4004	11113				7357					1497	388135		3176								4053	
	5990	6652					55720	3161	6648	391703	2968	3607	11164		119710	6876		57088	10656	55763	5805	8366						51193		8815	1733	6503		7980							4085					28512	55011				23036	10906	6891	1717		10125		6776				3290	1301	80303	414062	11097	26064		10606		2193	2919		474170		2274		3280	3161	51176	4798	55379		23310	4085		9833		8601			974		3619			5270	5744	3790	8870		147172	26586				7436					6376	89927		3269								4060	
	55298	5552					7374	9466	6745	9079	2981	2492	79023		220042	6926		5509	57221	2152	5998	8364								580	123872	5552		7077							4141					64318	5310				55893	11277	10420	79154		9985		6890				3290	1305	22875	6355	10133	5954		23178		22868	6387		23639		1112		10114	3162	3964	55611	4085		54892	55388		4259		152006			1008		3662			55816	5791	115207	3589		57408	1164				26118					58191	284018		3397								57496	
	6240	23012					7398	27345	6932	10536	3029	7855	5062		91298	7041		5567	84451	10116	55316	8363								581	64215	10250		7283							4141					25926	8613				55279	9830	7127	1743		5993		6891				3294	7373	2069	8900	5048	6383		55872		2091	1727		54585		2534		7290	220988	3965	5092	55388		4778	4171		54531		101927770			1009		3662			83872	5806	65987	3598		54797	137075				80149					1594	79630		3589								4477	
	170591	29842					51096	3832	10673	3965	3040	2644	5151		84529	7070		5577	4038	23767	253512	3161								586	56521	7375		6675							55388					9221	5567				79788	6737	10906	1758		91543		7535				10644	1307	121506	57124	56288	5054		55276		24147	1535		6416		50486		3157	10151	9404	27250	4171		4521	4172		4291		84268			1039		3662			84624	5817	7071	3552		84796	1366				7538					1573	715		3567								727897	
	6446	27346					55759	56992	80342	26468	8358	2687	5230		162681	7130		11168	9258	285527	79622	3229								10295	7802	7408		7416							4171					84955	64063					7318	10221	23234		64108						374918	1308	83715	80381	64761	5054		57104		2288	1537		4137		2752		3308	3224	4057	8800	4172		23225	4174		11222		6523			1040		3855			55188	6277	1316	3553		4284	29097									1613	716		3667								4838	
	9047	203068						81930	7205	79166	3101	2720	29990		81563	64759		5696	4324	1647	6641	3336								54880	51207	1462									4172					152559	5652					9246	28951	1789		6398						9641	1308	399665	947	5152	5270		5422		80308	54205		64087		2812		3418	3251	4065	5204	55257		79023	4175		51642		57154			1063		51557			5728	6382	151230	3553		4317	1299									780	717		182								10361	
	90525							10112	29850	84719	10949	2735	9373		149563	7168		5698	22808	2729	29886	3418								55859	1847	1462									4173					84108	5792					11274	9830	8818		4068						7850	80781	399665	947	5154	84561		23649		10146	1545		4213		29899		9592	8988	57134	79666	23397		51203	4176		54534		81833			79682		8825			25915	6385	3945	3576		9633	8895									79961	285382		3725								8013	
	7922							9585	57217	79999	10151	2771	5355		80304	9697		5727	4602	2707	140809	3486								638	55184	7454									4173					23590	7837					54739	6737	1837		29887						259307	1282	399665	1009	79837	9123		5427		2618	1601		4292		2898		51015	3418	4488	57804	4719		11339	9833		4629		64847			8208		4017			925	10509	51176	3628		4618	1434									1717	79624		3725								4969	
	28968							9493	51377	4033	10481	2805	10279		205428	10194		10048	4678	2709	10534	3832								332	1877	7791									4173					56902	29890					56829	9246	64118		11262						84223	1284	2203	1004	5337	9123		51728		50628	131566		740		2952		80271	3487	4582	5434	55247		5111	54069		4751		441273			26038		4082			22890	1992	57128	3673		4624	6376									1729	730		3726								116039	
	6553							11004	159195	26045	3222	2813	5686		55286	7846		11030	4747	2744	201254	9493								641	1632										4175					87178	63891						56829	11266		9806						3689	1294	90342	1031	5359	6638		5481		29889	79077		4485		1404		3725	7850	4651	5441	4751		5196	4288		84955		9517			1135		9862			55055	5055	23764	3710		8736	10926									93099	286223		55323								5100	
	6578							9735	51442	57408	3270	2875	51715		90355	7358		6117	81831	2770	6882	9735								652	1917										9833					10621	6143							1847		6772						3815	1296	89846	1050	51400	8926		9374		26354	84259		57509		9734		3726	3569	9	51728	55922		5226	4605		23279		63826			50856		51373			51042	5268	79884	3710		79923	25879									127602	8913		81606								5157	
	4092							3909	29802	4056	3028	3040	5887		65250	7431		6241	81831	2801	6888	100507424								655	1960										4288					5511	9252							1848		6775						3815	1296	55785	51148	5526	6678		9055		23171	115265		7593		3012		3727	3576	4739	10935	4521		5341	9918		10606		23224			53405		4615			29969	83667	4144	3726		9437	9188									1824	8912		23592								5187	
	6604							286826	55237	4133	3304	3083	9025		285636	7474		864	51199	53836	30851	84230								664	54898										4288					55170	25992							1850		6890						5655	10391	2267	1675	5578	8406		5052		2888	1653		26960		3429		115207	3638	4824	5571	9631		5427	54892		54625		6863			9685		9			581	2810	55388	3775		4878	55635									1829	783		29995								8864	
	6615							4085	23160	55613	3339	3101	10590		84909	64131		6477	7025	23438	8834	4085								55299	60481										4288					5718	10615							1857		22797						5653	10391	2267	3075	5583	7980		5557		80273	1671		4077		3489		222658	3772	4853	5884	8544		5473	23397		5094		7057			9575		10403			10256	9123	4171	3775		54959	55789									1832	796		4216								5209	
	6695							4171	54663	4604	3362	3222	79005		777	253461		8935	9631	3280	9537	79143								684	2013										4288					8624	10252							8726		7187						3866	1346	85462	3075	64063	7041		10419		2935	1723		8648		3606		9665	56992	4862	5914	9088		10465	10403		5111		4071			1191		1482			84844	144195	4172	3783		25903	1717									11062	51063		4142								54858	
	27286							4172	9205	58158	3397	3028	29950		799	6935		7884	23596	8091	7263	4171								685	58513										6182					5805	81848							79180		10346						337978	1363	11259	3075	2185	7045		9128		23560	22943		9611		3625		8462	10112	4862	9185	5424		9055	4751		5159		25963			1267		4869			6497	6515	4174	688		9480	81624									54935	8536		22877								5307	
	7022							4173	10308	63974	8519	3299	6421		55832			117178	5111	3156	7284	4172								689	2066										29088					5901	6480							1960		1890						337968	144402	11259	9023	5827	7052		9232		2982	27122		3340		3628		59349	3848	4939	5981	5433		5715	4839		5290		54472			26047		4968			63891	6548	4175	3949		611	1736									79746	726		8776								5371	
	7037							9833		4821	55756	3304	6451		4076			6812	26577	3156	56061	4173								91408	2099										51373					9939	10948							8891		7409						3906	144402	11259	1123	5836	4071		5888		3035	131118		4779		3659		54800	3885	51686	388	5557		9232	51203		5359		6738			10466		9141			6619	81848	51320	3949		135948	9787									1906	845		4603								5408	
	7045							4241		22829	9270	3339	6638		840			6874	5151	3178	8266	4174								699	55224										4605					25996	6830							1965		56829						3934	27254	80164	8646	5937	7169		5984		55127	27000		8382		3673		5650	3854	5066	6228	22827		29127	23594		87178		54346			8161		5214			84957	7980	4312	3949		26628	27000									1942	868		4609								22870	
	84314							84057		7827	8514	10808	58533		202243			53346	23089	3184	7347	4175								701	51466										4751					55183	6854							8669								647169	1466	55640	337876	5971	7345		6118		55027	30836		4925		3691		3836	3910	9659	9252	9986		10635	55872		5052		9099			1305		5351			10406	7039	4319	10184		5004	23234									30844	147372		4629								56963	
	80757							4605		116039	8242	3362	6729		133957			25907	23089	9957	7390	4176								9184	55218										4830					246243	51760							1978								647264	1475	2330	8483	391	7431		6240		51155	1803		11315		10524		23633	81606	9659	23328	5984		5983	5111		5612		9712			1277		28227			51451	7076	29088	3976		64064	1789									60528	151887		9612								26166	
	202915							9918		5047	3835	3397	6745		115948				5209	3294	7434	9258								219738	2155										4521					51444	26136							54898								728715	8727	3169	8483	6286	51186		6241		3178	1843		5108		10656		3854	254251	10158	9522	53820		5984	9141		5718		7421			1285		9791			56833	120224	63875	9227		56143	1802									955	6356		3340								6279	
	80975							54892		8929	3804	8519	8027		55704				55274	3397	51160	4288								79081	399665										9688					79596	7050							79071								4015	9547	161835	6320	6303	9503		29901		3182	1875		8799		688		3953	4001	64065	51097	10535		55159	9055		5728		23063			22820		5802			4314	8797	2956	7804		5149	79075									4072	6363		4739								6291	
	286527							23397		5304	9314	7866	8614		1230				55274	3423	6944	4323								121053	10827										51203					79657	27134							51016								84171	1592	9245	9976	6305			152579		4670	10969		51131		3816		4001	4057	5295	6584	10557		6005	5688		5797		10406			57175		390			50863	8795	4493	81631		5157	51514									2041	10344		4861								81833	
	90313							10403		25833	5653	3632	27347		22948				5253	9592	79413	4436								64149	54463										51203					51018	7113							2021								4023	1592	9518	7123	51097			27244		3251	84650		5253		5655		4015	4060	5295	81539	6199		6006	10213		9232		7534			1371		6205			55731	51330	4494	4170		8863	1869									1969	6348		7026								9043	
